AppID,Recommendations,Estimated owners,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Peak CCU
1193930,0,0 - 20000,0,0,0,0,0
1193950,0,0 - 20000,0,0,0,0,0
1193990,0,0 - 20000,0,0,0,0,1
1194050,0,0 - 20000,0,0,0,0,0
1194100,0,0 - 20000,0,0,0,0,0
1194140,0,0 - 20000,0,0,0,0,0
1194160,0,0 - 20000,0,0,0,0,0
1194170,0,0 - 20000,0,0,0,0,0
1194220,0,0 - 20000,0,0,0,0,0
1194230,0,0 - 20000,0,0,0,0,0
1194250,0,0 - 20000,0,0,0,0,8
1194330,0,0 - 20000,0,0,0,0,0
1194380,0,0 - 20000,0,0,0,0,0
1194390,0,0 - 20000,0,0,0,0,0
1194480,0,0 - 20000,0,0,0,0,0
1194490,0,0 - 20000,0,0,0,0,0
1194520,0,0 - 20000,0,0,0,0,0
1194560,0,0 - 20000,0,0,0,0,0
1194590,270,20000 - 50000,10,0,10,0,23
1194600,0,0 - 20000,0,0,0,0,0
1194610,0,0 - 20000,0,0,0,0,0
1194620,0,0 - 20000,0,0,0,0,0
1194630,4233,100000 - 200000,299,0,338,0,84
1194650,0,0 - 20000,0,0,0,0,0
1194670,0,0 - 20000,0,0,0,0,0
1194680,239,0 - 20000,60,0,60,0,4
1194690,0,0 - 20000,0,0,0,0,0
1194700,161,0 - 20000,29,0,45,0,2
1194720,0,20000 - 50000,0,0,0,0,0
1194740,0,0 - 20000,0,0,0,0,0
1194750,0,0 - 20000,0,0,0,0,0
1194770,0,0 - 20000,0,0,0,0,0
1194790,0,0 - 20000,0,0,0,0,0
1194810,1362,50000 - 100000,490,490,493,493,2715
1194830,312,0 - 20000,0,0,0,0,5
1194840,0,100000 - 200000,57,0,71,0,4
1194870,0,0 - 20000,0,0,0,0,0
1194890,0,0 - 20000,0,0,0,0,0
1194910,0,0 - 20000,0,0,0,0,0
1194930,3309,50000 - 100000,898,0,1571,0,60
1194940,0,0 - 20000,0,0,0,0,0
1195020,420,20000 - 50000,0,0,0,0,1
1195070,0,0 - 20000,0,0,0,0,8
1195090,0,0 - 20000,0,0,0,0,0
1195140,0,0 - 20000,0,0,0,0,0
1195170,0,0 - 20000,0,0,0,0,0
1195220,0,50000 - 100000,0,0,0,0,1
1195230,0,0 - 20000,0,0,0,0,6
1195250,0,0 - 20000,0,0,0,0,0
1195270,115,0 - 20000,0,0,0,0,5
1195290,3350,100000 - 200000,178,0,196,0,25
1195320,139,0 - 20000,0,0,0,0,0
1195340,0,0 - 20000,0,0,0,0,0
1195350,0,0 - 20000,0,0,0,0,0
1195360,0,0 - 20000,0,0,0,0,0
1195410,0,0 - 20000,0,0,0,0,0
1195420,0,50000 - 100000,0,0,0,0,234
1195430,0,0 - 20000,0,0,0,0,0
1195450,0,20000 - 50000,0,0,0,0,0
1195460,4426,500000 - 1000000,991,1,1336,1,71
1195530,0,0 - 20000,0,0,0,0,0
1195550,0,0 - 20000,0,0,0,0,0
1195560,209,0 - 20000,564,0,564,0,9
1195570,0,0 - 20000,0,0,0,0,0
1195610,0,0 - 20000,0,0,0,0,0
1195620,0,0 - 20000,0,0,0,0,0
1195710,0,0 - 20000,0,0,0,0,0
1195820,0,0 - 20000,0,0,0,0,0
1195830,0,50000 - 100000,90351,0,90351,0,13
1195870,0,0 - 20000,0,0,0,0,0
1195910,0,50000 - 100000,0,0,0,0,0
1195920,0,0 - 20000,0,0,0,0,0
1196030,0,0 - 20000,0,0,0,0,1
1196080,0,0 - 20000,0,0,0,0,5
1196090,167,0 - 20000,0,0,0,0,220
1196130,0,0 - 20000,0,0,0,0,0
1196160,0,0 - 20000,0,0,0,0,0
1196170,0,0 - 20000,0,0,0,0,0
1196190,0,0 - 20000,0,0,0,0,0
1196240,0,0 - 20000,0,0,0,0,0
1196260,0,0 - 20000,0,0,0,0,0
1196280,0,0 - 20000,0,0,0,0,0
1196300,0,0 - 0,0,0,0,0,0
1196310,392,20000 - 50000,789,0,888,0,145
1196320,0,0 - 20000,0,0,0,0,0
1196350,0,0 - 20000,0,0,0,0,0
1196380,0,0 - 20000,0,0,0,0,0
1196390,0,0 - 20000,0,0,0,0,1
1196400,0,0 - 20000,0,0,0,0,1
1196440,0,0 - 20000,0,0,0,0,0
1196450,0,0 - 20000,0,0,0,0,1
1196470,682,50000 - 100000,1003,0,1003,0,268
1196500,0,0 - 20000,0,0,0,0,0
1196520,0,0 - 20000,0,0,0,0,0
1196550,0,0 - 20000,0,0,0,0,0
1196570,0,0 - 20000,0,0,0,0,0
1196580,0,0 - 20000,0,0,0,0,0
1196590,52436,2000000 - 5000000,1306,168,1085,270,1255
1196620,0,0 - 20000,0,0,0,0,0
1196630,1968,100000 - 200000,2916,0,2916,0,87
1196660,0,0 - 20000,0,0,0,0,0
1196690,0,0 - 20000,0,0,0,0,0
1196750,0,0 - 20000,0,0,0,0,0
1196800,0,0 - 20000,0,0,0,0,0
1196880,0,20000 - 50000,0,0,0,0,0
1196890,0,0 - 20000,0,0,0,0,0
1196940,0,0 - 20000,0,0,0,0,0
1196970,0,0 - 20000,0,0,0,0,0
1197010,0,0 - 20000,0,0,0,0,0
1197020,0,0 - 20000,0,0,0,0,0
1197030,0,0 - 20000,0,0,0,0,0
1197060,0,100000 - 200000,0,0,0,0,0
1197100,0,0 - 20000,0,0,0,0,0
1197110,0,20000 - 50000,0,0,0,0,0
1197150,0,0 - 20000,0,0,0,0,0
1197160,0,0 - 20000,0,0,0,0,1
1197180,0,0 - 20000,0,0,0,0,80
1197210,0,0 - 20000,0,0,0,0,0
1197220,211,20000 - 50000,0,0,0,0,0
1197230,0,0 - 20000,0,0,0,0,0
1197260,0,200000 - 500000,0,0,0,0,962
1197280,0,0 - 20000,0,0,0,0,0
1197320,0,0 - 20000,0,0,0,0,0
1197340,0,0 - 20000,0,0,0,0,0
1197350,0,0 - 20000,0,0,0,0,0
1197360,0,0 - 20000,0,0,0,0,0
1197370,443,0 - 20000,26,0,26,0,3
1197380,0,0 - 20000,0,0,0,0,0
1197390,0,0 - 20000,0,0,0,0,0
1197440,105,0 - 20000,0,0,0,0,1
1197460,0,0 - 20000,0,0,0,0,0
1197490,0,0 - 20000,0,0,0,0,0
1197500,0,0 - 20000,0,0,0,0,0
1197520,0,50000 - 100000,0,0,0,0,0
1197530,0,0 - 20000,0,0,0,0,0
1197570,3212,100000 - 200000,247,0,296,0,22
1197580,0,20000 - 50000,0,0,0,0,3
1197590,108,0 - 20000,0,0,0,0,1
1197620,0,0 - 20000,0,0,0,0,0
1197670,0,0 - 20000,0,0,0,0,0
1197700,0,0 - 20000,0,0,0,0,1
1197710,0,0 - 20000,0,0,0,0,1
1197730,0,0 - 20000,0,0,0,0,1
1197770,204,0 - 20000,0,0,0,0,2
1197790,0,0 - 20000,0,0,0,0,0
1197820,102,20000 - 50000,0,0,0,0,3
1197840,0,0 - 20000,0,0,0,0,0
1197960,0,0 - 20000,0,0,0,0,0
1197990,0,0 - 20000,0,0,0,0,1
1198020,0,0 - 20000,0,0,0,0,0
1198040,196,0 - 20000,0,0,0,0,0
1198050,0,0 - 20000,0,0,0,0,0
1198060,0,0 - 20000,0,0,0,0,0
1198070,0,0 - 20000,0,0,0,0,0
1198080,0,0 - 20000,0,0,0,0,0
1198090,1476,50000 - 100000,7712,0,7712,0,114
1198110,0,0 - 20000,0,0,0,0,1
1198210,0,0 - 20000,0,0,0,0,0
1198240,0,0 - 20000,0,0,0,0,0
1198250,0,0 - 20000,0,0,0,0,0
1198260,0,0 - 20000,0,0,0,0,4
1198270,0,0 - 20000,0,0,0,0,0
1198290,0,0 - 20000,0,0,0,0,0
1198310,0,0 - 20000,0,0,0,0,0
1198320,0,50000 - 100000,0,0,0,0,2
1198340,0,0 - 20000,0,0,0,0,0
1198380,0,0 - 20000,0,0,0,0,0
1198390,0,0 - 20000,0,0,0,0,0
1198400,377,20000 - 50000,55,0,55,0,0
1198440,0,0 - 20000,0,0,0,0,0
1198450,0,0 - 20000,0,0,0,0,2
1198490,0,0 - 20000,0,0,0,0,0
1198510,161,0 - 20000,0,0,0,0,0
1198520,0,0 - 0,0,0,0,0,0
1198550,0,0 - 20000,0,0,0,0,0
1198570,0,0 - 20000,0,0,0,0,0
1198590,0,20000 - 50000,0,0,0,0,0
1198600,0,0 - 20000,0,0,0,0,0
1198630,0,0 - 20000,0,0,0,0,0
1198700,0,0 - 20000,0,0,0,0,0
1198730,1090,0 - 20000,4364,0,6539,0,2
1198740,137,0 - 20000,357,0,357,0,3
1198760,0,20000 - 50000,0,0,0,0,0
1198810,0,0 - 20000,0,0,0,0,0
1198820,0,0 - 20000,349,0,349,0,3
1198850,0,0 - 20000,0,0,0,0,481
1198860,101,0 - 20000,0,0,0,0,0
1198890,0,20000 - 50000,0,0,0,0,0
1198900,0,0 - 20000,0,0,0,0,0
1199010,0,0 - 20000,0,0,0,0,0
1199030,5255,100000 - 200000,783,0,924,0,99
1199050,0,0 - 20000,0,0,0,0,0
1199060,0,0 - 20000,0,0,0,0,0
1199140,0,0 - 20000,0,0,0,0,0
1199150,0,0 - 20000,0,0,0,0,0
1199170,0,0 - 20000,0,0,0,0,0
1199180,0,0 - 20000,0,0,0,0,0
1199220,0,0 - 20000,0,0,0,0,0
1199240,0,0 - 20000,0,0,0,0,0
1199360,0,0 - 20000,0,0,0,0,0
1199370,0,0 - 20000,0,0,0,0,0
1199420,0,0 - 20000,0,0,0,0,0
1199450,0,0 - 20000,0,0,0,0,0
1199540,0,0 - 20000,0,0,0,0,0
1199560,0,0 - 20000,0,0,0,0,0
1199610,0,0 - 20000,0,0,0,0,0
1199620,0,0 - 20000,0,0,0,0,0
1199640,0,100000 - 200000,0,0,0,0,0
1199650,0,0 - 20000,0,0,0,0,0
1199660,0,0 - 20000,0,0,0,0,0
1199740,0,0 - 20000,0,0,0,0,0
1199760,0,0 - 20000,0,0,0,0,0
1199770,0,0 - 20000,0,0,0,0,0
1199780,0,0 - 20000,0,0,0,0,0
1199790,0,0 - 20000,0,0,0,0,0
1199800,0,0 - 20000,0,0,0,0,0
1199830,0,0 - 20000,0,0,0,0,1
1199900,0,0 - 20000,0,0,0,0,0
1199910,0,0 - 20000,0,0,0,0,0
1199930,0,0 - 20000,0,0,0,0,0
1199940,0,0 - 20000,0,0,0,0,0
1200060,0,20000 - 50000,0,0,0,0,0
1200090,0,0 - 20000,0,0,0,0,0
1200110,215,0 - 20000,0,0,0,0,4
1200120,0,0 - 20000,0,0,0,0,0
1200140,0,0 - 20000,0,0,0,0,0
1200150,0,0 - 20000,0,0,0,0,0
1200160,0,0 - 20000,0,0,0,0,0
1200180,0,0 - 20000,0,0,0,0,0
1200200,0,0 - 20000,0,0,0,0,0
1200220,0,0 - 20000,0,0,0,0,1
1200230,405,50000 - 100000,7,0,7,0,2
1200250,0,0 - 20000,0,0,0,0,0
1200280,0,0 - 20000,0,0,0,0,0
1200290,0,0 - 20000,0,0,0,0,2
1200300,0,0 - 20000,0,0,0,0,0
1200330,330,20000 - 50000,0,0,0,0,30
1200350,0,0 - 20000,0,0,0,0,6
1200400,0,0 - 20000,0,0,0,0,0
1200420,0,0 - 20000,0,0,0,0,1
1200430,0,0 - 20000,0,0,0,0,0
1200450,0,0 - 20000,0,0,0,0,0
1200520,0,0 - 20000,0,0,0,0,0
1200570,0,0 - 20000,0,0,0,0,36
1200580,0,0 - 20000,0,0,0,0,0
1200590,0,0 - 20000,0,0,0,0,0
1200600,0,0 - 20000,0,0,0,0,0
1200610,0,0 - 20000,0,0,0,0,0
1200630,0,0 - 20000,0,0,0,0,0
1200650,0,0 - 20000,0,0,0,0,0
1200660,0,0 - 20000,0,0,0,0,0
1200710,115,0 - 20000,0,0,0,0,0
1200720,477,0 - 20000,1817,0,1817,0,9
1200730,130,0 - 20000,1060,0,1060,0,1
1200740,0,0 - 20000,0,0,0,0,0
1200780,0,0 - 20000,0,0,0,0,0
1200800,0,0 - 20000,0,0,0,0,0
1200860,0,100000 - 200000,0,0,0,0,2
1200870,0,0 - 20000,0,0,0,0,0
1200900,0,0 - 20000,0,0,0,0,1
1200910,0,0 - 20000,0,0,0,0,0
1200930,0,0 - 20000,0,0,0,0,0
1200990,0,0 - 20000,0,0,0,0,0
1201000,0,0 - 20000,0,0,0,0,0
1201140,0,0 - 20000,0,0,0,0,0
1201200,0,0 - 20000,0,0,0,0,0
1201220,0,0 - 20000,0,0,0,0,0
1201230,1571,50000 - 100000,110,0,110,0,85
1201240,0,500000 - 1000000,9396,1394,299,1872,7208
1201250,0,0 - 20000,0,0,0,0,0
1201260,0,0 - 20000,0,0,0,0,1
1201270,294,0 - 20000,0,0,0,0,305
1201280,0,20000 - 50000,37,0,37,0,2
1201310,0,0 - 20000,0,0,0,0,0
1201330,0,50000 - 100000,0,0,0,0,6
1201350,0,0 - 20000,0,0,0,0,0
1201370,0,0 - 20000,0,0,0,0,0
1201380,0,0 - 20000,0,0,0,0,1
1201400,0,100000 - 200000,24,0,32,0,1
1201450,0,0 - 20000,0,0,0,0,0
1201500,0,0 - 20000,0,0,0,0,0
1201520,0,0 - 20000,0,0,0,0,0
1201530,0,0 - 20000,0,0,0,0,0
1201540,282,50000 - 100000,595,595,595,595,0
1201550,177,0 - 20000,120,0,157,0,0
1201620,0,0 - 20000,0,0,0,0,0
1201630,731,50000 - 100000,0,0,0,0,3
1201640,0,0 - 20000,0,0,0,0,0
1201650,0,0 - 20000,0,0,0,0,0
1201730,0,0 - 20000,0,0,0,0,0
1201750,0,0 - 20000,0,0,0,0,0
1201760,0,20000 - 50000,0,0,0,0,1
1201770,0,0 - 20000,0,0,0,0,0
1201790,0,0 - 20000,0,0,0,0,0
1201800,0,0 - 20000,0,0,0,0,0
1201810,0,20000 - 50000,0,0,0,0,0
1201830,265,0 - 20000,98,0,98,0,8
1201840,303,0 - 20000,0,0,0,0,0
1201870,0,20000 - 50000,0,0,0,0,1
1201880,0,0 - 20000,0,0,0,0,0
1201910,0,0 - 20000,0,0,0,0,0
1201930,0,0 - 20000,0,0,0,0,0
1201940,0,0 - 20000,0,0,0,0,1
1201950,0,0 - 20000,0,0,0,0,0
1201960,0,0 - 20000,0,0,0,0,0
1202070,209,0 - 20000,0,0,0,0,0
1202090,0,0 - 20000,0,0,0,0,0
1202100,0,50000 - 100000,0,0,0,0,0
1202120,0,0 - 20000,0,0,0,0,0
1202130,3948,100000 - 200000,348,0,362,0,774
1202140,0,0 - 20000,0,0,0,0,0
1202150,0,0 - 20000,0,0,0,0,0
1202160,0,0 - 20000,0,0,0,0,0
1202170,0,0 - 20000,0,0,0,0,0
1202200,757,50000 - 100000,0,0,0,0,165
1202220,0,0 - 20000,0,0,0,0,1
1202240,0,0 - 20000,0,0,0,0,1
1202250,0,0 - 20000,0,0,0,0,0
1202280,0,0 - 20000,0,0,0,0,0
1202300,0,0 - 20000,0,0,0,0,0
1202310,420,20000 - 50000,165,0,165,0,4
1202360,0,0 - 20000,0,0,0,0,0
1202400,0,0 - 20000,0,0,0,0,0
1202420,0,0 - 20000,0,0,0,0,0
1202480,0,0 - 20000,0,0,0,0,1
1202510,0,0 - 20000,0,0,0,0,0
1202540,3902,50000 - 100000,211,0,246,0,7
1202550,0,0 - 20000,0,0,0,0,0
1202560,0,0 - 20000,0,0,0,0,0
1202570,0,0 - 20000,0,0,0,0,0
1202580,0,0 - 20000,0,0,0,0,1
1202610,0,0 - 20000,0,0,0,0,0
1202630,0,0 - 20000,0,0,0,0,0
1202640,0,0 - 20000,0,0,0,0,0
1202650,539,20000 - 50000,7,0,7,0,0
1202660,0,0 - 20000,0,0,0,0,1
1202690,3268,0 - 20000,59,0,68,0,10
1202710,0,0 - 20000,0,0,0,0,0
1202730,0,0 - 20000,0,0,0,0,0
1202760,0,0 - 20000,0,0,0,0,0
1202770,0,0 - 20000,0,0,0,0,0
1202780,0,0 - 20000,0,0,0,0,1
1202790,0,0 - 20000,0,0,0,0,0
1202810,0,0 - 20000,0,0,0,0,0
1202820,0,0 - 20000,0,0,0,0,0
1202830,0,0 - 20000,0,0,0,0,0
1202860,0,0 - 20000,0,0,0,0,0
1202870,0,0 - 20000,0,0,0,0,1
1202880,0,0 - 20000,0,0,0,0,0
1202900,2581,100000 - 200000,91,0,109,0,8
1202930,0,0 - 20000,0,0,0,0,0
1202970,0,0 - 20000,401,0,401,0,1
1202990,0,0 - 20000,0,0,0,0,0
1203030,0,0 - 20000,0,0,0,0,0
1203050,0,0 - 20000,0,0,0,0,0
1203140,0,0 - 20000,0,0,0,0,2
1203160,0,20000 - 50000,0,0,0,0,0
1203180,673,20000 - 50000,57,0,63,0,12
1203220,99084,5000000 - 10000000,7583,983,1683,369,61338
1203240,0,0 - 20000,0,0,0,0,0
1203280,0,0 - 20000,0,0,0,0,0
1203310,0,0 - 20000,0,0,0,0,0
1203320,0,0 - 20000,0,0,0,0,14
1203360,290,0 - 20000,266,0,432,0,16
1203370,248,0 - 20000,0,0,0,0,1
1203390,0,0 - 20000,0,0,0,0,0
1203400,0,0 - 20000,0,0,0,0,0
1203420,1155,50000 - 100000,62,0,64,0,12
1203430,0,0 - 20000,0,0,0,0,0
1203450,0,0 - 20000,0,0,0,0,0
1203460,0,0 - 20000,0,0,0,0,0
1203470,0,0 - 20000,0,0,0,0,2
1203490,0,0 - 20000,0,0,0,0,0
1203500,0,0 - 20000,0,0,0,0,0
1203560,0,0 - 20000,0,0,0,0,0
1203570,0,20000 - 50000,0,0,0,0,1
1203580,0,0 - 20000,0,0,0,0,0
1203600,0,0 - 20000,0,0,0,0,0
1203620,12647,1000000 - 2000000,0,0,0,0,89612
1203630,4783,500000 - 1000000,222,0,290,0,14
1203650,0,0 - 20000,0,0,0,0,0
1203680,0,50000 - 100000,0,0,0,0,0
1203710,1021,50000 - 100000,326,0,623,0,5
1203740,0,0 - 20000,0,0,0,0,0
1203750,0,0 - 20000,0,0,0,0,0
1203760,0,0 - 20000,0,0,0,0,0
1203770,0,0 - 20000,0,0,0,0,0
1203780,0,0 - 20000,0,0,0,0,0
1203810,0,0 - 20000,0,0,0,0,0
1203850,0,0 - 20000,0,0,0,0,0
1203890,0,20000 - 50000,0,0,0,0,3
1203910,0,0 - 20000,0,0,0,0,0
1203930,1515,50000 - 100000,142,0,207,0,12
1203940,0,0 - 20000,0,0,0,0,0
1203950,0,0 - 20000,0,0,0,0,0
1203960,0,0 - 20000,0,0,0,0,0
1203970,0,0 - 20000,0,0,0,0,0
1203990,0,0 - 20000,0,0,0,0,0
1204030,0,0 - 20000,0,0,0,0,0
1204040,0,0 - 20000,0,0,0,0,1
1204050,0,200000 - 500000,0,0,0,0,110
1204080,0,0 - 20000,0,0,0,0,0
1204110,0,0 - 20000,0,0,0,0,0
1204210,0,0 - 20000,0,0,0,0,0
1204220,0,0 - 20000,0,0,0,0,0
1204230,0,0 - 20000,0,0,0,0,0
1204250,0,0 - 20000,0,0,0,0,0
1204270,0,0 - 20000,0,0,0,0,1
1204280,0,0 - 20000,0,0,0,0,0
1204320,0,0 - 20000,0,0,0,0,0
1204330,0,0 - 20000,0,0,0,0,0
1204360,0,0 - 20000,0,0,0,0,0
1204370,0,0 - 20000,0,0,0,0,0
1204380,0,0 - 20000,0,0,0,0,0
1204410,0,0 - 20000,38,0,38,0,1
1204440,0,0 - 20000,0,0,0,0,0
1204470,0,0 - 20000,0,0,0,0,0
1204480,0,0 - 20000,0,0,0,0,0
1204490,0,0 - 20000,0,0,0,0,0
1204520,0,0 - 20000,0,0,0,0,0
1204530,0,0 - 20000,0,0,0,0,0
1204540,0,0 - 20000,0,0,0,0,0
1204550,0,0 - 20000,0,0,0,0,0
1204560,198,0 - 20000,0,0,0,0,0
1204580,0,20000 - 50000,0,0,0,0,0
1204630,0,0 - 20000,0,0,0,0,1
1204650,0,0 - 20000,0,0,0,0,0
1204660,0,0 - 20000,0,0,0,0,0
1204670,0,0 - 20000,0,0,0,0,0
1204700,0,0 - 20000,0,0,0,0,5
1204710,0,0 - 20000,0,0,0,0,0
1204720,126,0 - 20000,0,0,0,0,0
1204740,0,0 - 20000,0,0,0,0,2
1204750,0,0 - 20000,0,0,0,0,0
1204760,0,0 - 20000,0,0,0,0,0
1204780,0,0 - 20000,0,0,0,0,0
1204800,0,0 - 20000,0,0,0,0,0
1204830,0,0 - 20000,0,0,0,0,0
1204860,0,0 - 20000,0,0,0,0,0
1204870,0,0 - 20000,0,0,0,0,0
1204880,0,0 - 20000,0,0,0,0,0
1204920,0,0 - 20000,8,0,8,0,8
1204930,0,0 - 20000,0,0,0,0,0
1204940,0,0 - 20000,0,0,0,0,0
1204950,0,0 - 20000,0,0,0,0,0
1204970,0,0 - 20000,0,0,0,0,0
1204990,0,20000 - 50000,0,0,0,0,4
1205010,0,0 - 20000,0,0,0,0,0
1205020,0,0 - 20000,0,0,0,0,0
1205040,558,20000 - 50000,0,0,0,0,6
1205060,0,0 - 20000,0,0,0,0,0
1205130,0,0 - 20000,0,0,0,0,1
1205140,0,0 - 20000,0,0,0,0,0
1205150,0,20000 - 50000,0,0,0,0,0
1205160,0,0 - 20000,0,0,0,0,0
1205170,0,0 - 20000,0,0,0,0,2
1205240,1031,50000 - 100000,47,0,48,0,6
1205250,0,0 - 20000,0,0,0,0,0
1205260,314,0 - 20000,44,0,44,0,2
1205410,0,0 - 20000,0,0,0,0,0
1205430,493,0 - 20000,0,0,0,0,0
1205450,4360,200000 - 500000,206,0,219,0,34
1205480,140,0 - 20000,0,0,0,0,9
1205520,396,20000 - 50000,583,583,752,752,1140
1205540,0,0 - 20000,0,0,0,0,0
1205560,0,0 - 20000,1,0,1,0,1
1205590,0,0 - 20000,0,0,0,0,0
1205620,0,0 - 20000,0,0,0,0,0
1205630,0,0 - 20000,0,0,0,0,0
1205640,0,0 - 0,0,0,0,0,0
1205650,0,0 - 20000,0,0,0,0,0
1205690,0,0 - 20000,0,0,0,0,1
1205800,0,20000 - 50000,0,0,0,0,0
1205900,191,0 - 20000,0,0,0,0,6
1205950,474,0 - 20000,804,0,804,0,30
1205960,776,50000 - 100000,147,0,156,0,1
1205970,404,0 - 20000,0,0,0,0,142
1206000,0,0 - 20000,0,0,0,0,0
1206010,0,0 - 20000,0,0,0,0,0
1206040,0,0 - 20000,0,0,0,0,0
1206050,0,0 - 20000,0,0,0,0,1
1206060,1358,50000 - 100000,130,0,136,0,11
1206080,0,0 - 20000,0,0,0,0,0
1206090,0,0 - 20000,0,0,0,0,0
1206110,0,0 - 20000,0,0,0,0,1
1206140,0,0 - 20000,0,0,0,0,0
1206180,0,0 - 20000,0,0,0,0,0
1206230,0,0 - 20000,0,0,0,0,0
1206240,0,200000 - 500000,123,0,162,0,0
1206260,0,0 - 20000,0,0,0,0,0
1206270,0,0 - 20000,0,0,0,0,0
1206280,0,0 - 20000,0,0,0,0,0
1206290,0,0 - 20000,0,0,0,0,0
1206310,0,0 - 20000,0,0,0,0,0
1206320,0,0 - 20000,0,0,0,0,0
1206350,0,0 - 20000,0,0,0,0,0
1206370,119,0 - 20000,0,0,0,0,12
1206380,0,0 - 20000,0,0,0,0,0
1206410,0,0 - 20000,0,0,0,0,20
1206430,860,50000 - 100000,134,0,134,0,4
1206470,0,0 - 20000,0,0,0,0,0
1206480,318,0 - 20000,75,0,75,0,7
1206490,0,0 - 20000,0,0,0,0,0
1206510,0,0 - 20000,0,0,0,0,0
1206550,0,0 - 20000,0,0,0,0,0
1206560,9797,200000 - 500000,696,51,441,89,1392
1206570,0,0 - 20000,0,0,0,0,0
1206590,0,0 - 20000,0,0,0,0,0
1206600,270,0 - 20000,0,0,0,0,0
1206610,635,200000 - 500000,203,78,243,114,2157
1206620,0,0 - 20000,0,0,0,0,0
1206660,0,0 - 20000,0,0,0,0,0
1206670,153,0 - 20000,0,0,0,0,1
1206700,1664,0 - 20000,19,0,19,0,2
1206710,0,0 - 20000,0,0,0,0,0
1206720,0,0 - 20000,0,0,0,0,1
1206730,0,0 - 20000,0,0,0,0,0
1206740,0,0 - 20000,0,0,0,0,17
1206770,0,0 - 20000,0,0,0,0,0
1206790,0,0 - 20000,0,0,0,0,0
1206810,0,0 - 20000,0,0,0,0,0
1206840,0,0 - 20000,0,0,0,0,0
1206870,0,0 - 20000,0,0,0,0,0
1206900,0,0 - 20000,0,0,0,0,0
1206910,0,0 - 20000,0,0,0,0,0
1206920,0,0 - 20000,0,0,0,0,0
1206930,0,20000 - 50000,0,0,0,0,0
1206960,0,0 - 20000,0,0,0,0,0
1207010,0,0 - 20000,0,0,0,0,0
1207020,0,0 - 20000,0,0,0,0,0
1207030,0,0 - 20000,0,0,0,0,0
1207050,0,100000 - 200000,0,0,0,0,112
1207090,0,0 - 0,0,0,0,0,0
1207130,0,0 - 20000,0,0,0,0,0
1207210,0,0 - 20000,0,0,0,0,0
1207230,0,0 - 20000,0,0,0,0,1
1207260,0,0 - 20000,0,0,0,0,0
1207310,0,0 - 20000,0,0,0,0,4
1207320,0,0 - 20000,114,0,114,0,0
1207380,0,0 - 20000,0,0,0,0,0
1207390,0,0 - 20000,0,0,0,0,0
1207400,0,0 - 20000,0,0,0,0,0
1207420,0,0 - 20000,0,0,0,0,0
1207480,0,0 - 20000,0,0,0,0,0
1207500,0,0 - 20000,0,0,0,0,0
1207520,0,0 - 20000,0,0,0,0,0
1207540,0,0 - 20000,0,0,0,0,0
1207590,0,1000000 - 2000000,0,0,0,0,9
1207650,3760,500000 - 1000000,472,0,784,0,98
1207710,0,0 - 20000,0,0,0,0,0
1207770,0,0 - 20000,0,0,0,0,0
1207780,2781,0 - 20000,164,0,206,0,30
1207800,0,0 - 20000,0,0,0,0,0
1207820,0,0 - 20000,0,0,0,0,0
1207840,0,0 - 20000,0,0,0,0,0
1207850,705,50000 - 100000,862,0,1232,0,6
1207860,0,0 - 20000,0,0,0,0,0
1207880,0,20000 - 50000,0,0,0,0,0
1208030,0,0 - 20000,0,0,0,0,1
1208040,0,0 - 20000,0,0,0,0,0
1208050,0,0 - 20000,0,0,0,0,0
1208080,0,0 - 20000,0,0,0,0,9
1208090,0,0 - 20000,0,0,0,0,0
1208120,0,0 - 20000,0,0,0,0,0
1208160,0,0 - 20000,0,0,0,0,0
1208220,0,0 - 20000,0,0,0,0,0
1208240,0,0 - 20000,0,0,0,0,0
1208260,1180,50000 - 100000,23,24,27,24,9
1208330,0,0 - 20000,0,0,0,0,0
1208370,0,0 - 20000,0,0,0,0,0
1208380,0,20000 - 50000,0,0,0,0,0
1208390,0,0 - 20000,0,0,0,0,0
1208400,0,0 - 20000,0,0,0,0,0
1208410,0,0 - 20000,0,0,0,0,0
1208420,0,0 - 20000,0,0,0,0,0
1208460,0,0 - 20000,0,0,0,0,0
1208470,0,20000 - 50000,0,0,0,0,0
1208490,0,0 - 20000,0,0,0,0,0
1208510,0,0 - 20000,0,0,0,0,0
1208520,0,20000 - 50000,0,0,0,0,1
1208540,0,0 - 20000,0,0,0,0,0
1208550,0,0 - 20000,0,0,0,0,0
1208580,0,0 - 20000,0,0,0,0,0
1208590,0,0 - 20000,89,0,89,0,0
1208600,415,50000 - 100000,277,0,467,0,0
1208760,0,0 - 20000,0,0,0,0,0
1208770,152,0 - 20000,49,0,49,0,0
1208810,0,0 - 20000,0,0,0,0,1
1208830,0,0 - 20000,0,0,0,0,0
1208840,0,0 - 20000,0,0,0,0,0
1208850,0,0 - 20000,0,0,0,0,0
1208860,0,0 - 20000,0,0,0,0,0
1208870,0,0 - 20000,0,0,0,0,0
1208900,0,0 - 20000,0,0,0,0,0
1208910,0,0 - 20000,0,0,0,0,0
1208950,0,0 - 20000,0,0,0,0,0
1208980,0,0 - 20000,0,0,0,0,0
1209000,366,100000 - 200000,324,0,324,0,2
